STFID Number,County,Census Tract,Population,% Whites,% African Americans,% Native Americans,% Asians,% Pacific Islanders,% Persons of Other Races,% Persons of More than One Race,Hispanics of Any Race,% Hispanics of Any Race,Minority Persons,% Minority Persons,Median Household Income,% Persons Below Poverty Level,Median Home Value,Owner-Occupied Units,Renter-Occupied Units,% Owner-Occupied Units,% Renter-Occupied Units
291650303052,Platte,303.05,994,84.2,7,0.2,3.2,0,0.8,4.5,52,5.2,194,19.5,50000,6,176875,204,240,45.9,54.1
290470212041,Clay,212.04,2538,78.3,9.7,0.6,3.8,0.6,2.8,4.2,240,9.5,684,27,61531,18.6,140990,788,182,81.2,18.8
290470216002,Clay,216,782,92.6,2.4,0.1,0.8,0.1,1.5,2.4,33,4.2,78,10,70568,9.3,171658,252,9,96.6,3.4
290950119001,Jackson,119,926,84.9,4,1.3,0.1,0.2,7.5,2.1,154,16.6,224,24.2,32198,14.9,84706,290,133,68.6,31.4
290470213052,Clay,213.05,1356,89.7,4.6,0.2,1.1,0.1,2.4,1.9,96,7.1,188,13.9,86920,3.7,210988,449,11,97.6,2.4
290950095004,Jackson,95,574,12.2,81.9,0.2,0.3,0,0.9,4.5,26,4.5,516,89.9,17009,33.7,65000,14,245,5.4,94.6
290950098003,Jackson,98,937,77.1,12.6,0.9,1.9,0,2.3,5.2,67,7.2,255,27.2,41961,7.1,123404,365,78,82.4,17.6
290950082002,Jackson,82,746,92.6,2.3,0.8,1.6,0,1.3,1.3,36,4.8,80,10.7,83611,7.9,169667,304,47,86.6,13.4
291650300012,Platte,300.01,1528,89.2,6.2,0.6,0.6,0.6,0.7,2.1,61,4,211,13.8,72743,10.5,175649,564,28,95.3,4.7
290470211023,Clay,211.02,708,91.4,1.7,0.8,1.7,0,1.6,2.8,38,5.4,86,12.1,82102,7.7,156211,253,25,91,9
290950179002,Jackson,179,1551,79.8,12.7,1,2.1,0.3,1.4,2.6,68,4.4,352,22.7,39831,5.6,110227,130,777,14.3,85.7
290950022003,Jackson,22,1018,37.3,27.6,1,3,0.5,26.5,4,446,43.8,789,77.5,32606,43.1,31944,165,152,52.1,47.9
290470203002,Clay,203,1220,77,9.3,1,4.7,2,2.8,3.4,97,8,322,26.4,43030,13.8,125405,360,153,70.2,29.8
290950139043,Jackson,139.04,2480,87.3,7,0.3,2.3,0,0.3,2.8,75,3,375,15.1,114113,1.8,244600,760,13,98.3,1.7
290950114013,Jackson,114.01,4278,83.5,8.3,0.4,1.1,1.3,2,3.5,255,6,826,19.3,47071,14.7,117680,858,1031,45.4,54.6
290950135022,Jackson,135.02,3195,92,5.4,0.2,0.3,0,0.5,1.6,122,3.8,352,11,77666,3.4,152389,998,43,95.9,4.1
290950056021,Jackson,56.02,824,1.9,96.5,0.1,0,0,0.6,0.8,9,1.1,809,98.2,21500,34.5,55385,188,123,60.5,39.5
290370600031,Cass,600.03,1264,87.9,4.1,0.5,0.4,0.2,4.4,2.5,153,12.1,246,19.5,31063,11.9,43118,311,235,57,43
290470211021,Clay,211.02,1301,80.6,8.9,0.2,1.4,1.8,2,5.1,75,5.8,296,22.8,57081,7.7,189615,344,248,58.1,41.9
290950066001,Jackson,66,733,89.1,2.2,0.5,4.2,0,1.2,2.7,50,6.8,117,16,78211,22.7,238043,199,282,41.4,58.6
290950123001,Jackson,123,1803,92.2,2.9,0.4,0.7,0.1,1.2,2.6,59,3.3,169,9.4,64273,9.6,160577,743,71,91.3,8.7
290950018004,Jackson,18,743,42.8,27.6,0.5,1.2,1.3,21.7,4.8,277,37.3,506,68.1,18484,26.5,63125,99,154,39.1,60.9
290950038002,Jackson,38,954,3.4,92,0,0.2,0.1,0.6,3.7,22,2.3,922,96.6,21654,50,113889,144,262,35.5,64.5
290950176001,Jackson,176,2157,57.3,36.5,0.4,1.7,0,0.8,3.4,92,4.3,979,45.4,71520,4.5,133824,701,92,88.4,11.6
290950074001,Jackson,74,974,77.5,6.9,0.3,10.9,0.1,1.3,3,42,4.3,240,24.6,100694,18.2,326852,132,141,48.4,51.6
290950129033,Jackson,129.03,1360,28.2,61.3,0.1,0.5,0,6,4,120,8.8,999,73.5,37206,19.1,84636,406,137,74.8,25.2
290950079003,Jackson,79,587,4.3,87.7,0.5,0,0,2.2,5.3,15,2.6,564,96.1,31167,40.8,55593,166,66,71.6,28.4
290950101052,Jackson,101.05,734,91.8,4.4,0.3,1.4,0,0.8,1.4,10,1.4,64,8.7,82692,5.7,196364,288,14,95.4,4.6
290950037001,Jackson,37,1008,6.6,89.7,0.2,0,0,1.1,2.4,38,3.8,953,94.5,17823,47.9,44203,188,218,46.3,53.7
290950114062,Jackson,114.06,2601,85,5,0.6,1,1.8,3,3.7,178,6.8,461,17.7,44845,8.3,121695,684,272,71.5,28.5
290950129032,Jackson,129.03,656,38.6,51.8,0.5,1.2,0,5.6,2.3,52,7.9,419,63.9,44813,19.1,81863,175,59,74.8,25.2
290950058011,Jackson,58.01,496,3,94.2,0,0,0,1.4,1.4,13,2.6,486,98,25000,30.2,60667,154,65,70.3,29.7
290470204001,Clay,204,967,91.2,2.9,0.2,3,0,0.9,1.8,55,5.7,126,13,55068,7.9,118062,356,83,81.1,18.9
290950136082,Jackson,136.08,1468,95.4,2.2,0.1,0.7,0.3,0.3,1,25,1.7,85,5.8,25820,11.5,129167,134,1006,11.8,88.2
290950167002,Jackson,167,1454,59.1,21.6,0.9,1.7,0.4,12.4,3.8,267,18.4,647,44.5,24588,18.9,207051,93,830,10.1,89.9
290950034001,Jackson,34,709,30,46.4,0.8,0,0,18.2,4.5,229,32.3,579,81.7,24144,48.5,65550,143,119,54.6,45.4
290950167003,Jackson,167,895,58.3,21.7,1.2,2.2,0,13.7,2.8,230,25.7,469,52.4,33819,18.9,140385,70,431,14,86
290370603011,Cass,603.01,3227,82.1,13.3,0.3,1.4,0,0.1,2.8,81,2.5,643,19.9,77848,3.8,218849,916,299,75.4,24.6
290950180003,Jackson,180,790,89.9,5.4,0.5,0.5,0.1,0.8,2.8,31,3.9,99,12.5,61421,16,105983,214,132,61.8,38.2
290470212083,Clay,212.08,1227,89.2,5.1,0.3,0.7,0.1,1.6,3,88,7.2,193,15.7,59310,10.1,137669,423,69,86,14
290950146014,Jackson,146.01,1054,89.8,1.3,0.7,0.9,0.9,4.4,2.1,74,7,132,12.5,60577,10,132806,383,42,90.1,9.9
290470211034,Clay,211.03,788,88.7,4.8,0.1,1.4,0.6,2,2.3,51,6.5,118,15,78084,5.4,152308,241,57,80.9,19.1
290950093002,Jackson,93,695,90.5,2,1,1.4,0,2.6,2.4,43,6.2,86,12.4,53667,11.3,128708,316,75,80.8,19.2
290470218054,Clay,218.05,1842,96.8,0.5,0.4,0.5,0.1,0,1.6,27,1.5,83,4.5,114333,2.3,316800,603,43,93.3,6.7
290950138012,Jackson,138.01,2604,90,5.3,0.2,0.7,0.2,1,2.6,102,3.9,328,12.6,81813,7.9,172643,810,121,87,13
290470211016,Clay,211.01,656,83.2,4,0.8,1.1,4.1,2.9,4,53,8.1,136,20.7,44133,10.7,132982,196,88,69,31
290950133071,Jackson,133.07,967,21.9,71.3,0.6,0.9,0,2,3.3,47,4.9,772,79.8,47283,22.8,93671,279,55,83.5,16.5
290370600044,Cass,600.04,2051,89.7,4.9,0.9,1,0,1.5,2.1,95,4.6,264,12.9,67311,17.7,127549,646,41,94,6
290950089002,Jackson,89,1512,5.4,90.3,0.2,0.3,0,0.2,3.6,41,2.7,1449,95.8,25765,31.2,53239,240,337,41.6,58.4
290470218033,Clay,218.03,2458,88.1,4,0.7,2.2,0,1.9,3.3,131,5.3,368,15,78430,1.7,170135,805,42,95,5
290950132103,Jackson,132.1,713,25.7,70.7,0,0.1,0,1.4,2.1,28,3.9,533,74.8,44213,19,82097,180,72,71.4,28.6
290950163001,Jackson,163,1021,66.6,10.8,0.2,0.7,0.2,17.7,3.8,298,29.2,446,43.7,25781,51.8,20833,288,158,64.6,35.4
290950171001,Jackson,171,1073,1.5,93.8,1.2,0.1,0,0.4,3.1,19,1.8,1057,98.5,33352,20.5,65608,288,113,71.8,28.2
290950133132,Jackson,133.13,1702,50.8,40.9,0.3,1.4,0,3.7,2.9,105,6.2,873,51.3,75790,9.6,123678,525,93,85,15
290950096002,Jackson,96,659,24.7,66.9,1.4,0.5,0,3.2,3.3,24,3.6,498,75.6,23947,51.5,62439,126,124,50.4,49.6
291650301034,Platte,301.03,1838,86.9,5.9,0.7,2.4,0.3,1.2,2.6,112,6.1,315,17.1,52784,8.4,154938,516,238,68.4,31.6
290470217026,Clay,217.02,1053,95.9,1.4,0.4,0,0.1,0.7,1.5,16,1.5,50,4.7,57647,19.2,96116,284,171,62.4,37.6
290950141082,Jackson,141.08,1808,86.1,8.4,0.9,1.4,0,0.9,2.4,80,4.4,306,16.9,70375,14.3,126840,417,257,61.9,38.1
290950139013,Jackson,139.01,908,95.6,2,0.1,0.7,0,0.2,1.4,11,1.2,49,5.4,103750,2.3,281707,322,11,96.7,3.3
290950063001,Jackson,63,535,12.3,78.5,0.9,0,0,4.3,3.9,56,10.5,487,91,34167,37.1,40625,61,138,30.7,69.3
290370601001,Cass,601,665,72.6,11.3,0.9,3,0.2,4.8,7.2,109,16.4,228,34.3,43250,8.2,0,1,149,0.7,99.3
290370600032,Cass,600.03,2090,84.3,7.9,0.6,2.1,0.2,2,2.9,121,5.8,400,19.1,71149,11.9,131269,618,134,82.2,17.8
290950098001,Jackson,98,739,36.7,57,0.1,2.3,0,1.4,2.6,30,4.1,483,65.4,45328,7.1,141667,46,357,11.4,88.6
290950141083,Jackson,141.08,1629,91.7,2.9,0.8,0.7,0.4,1.4,2.2,121,7.4,221,13.6,43421,14.3,119231,513,133,79.4,20.6
290950142032,Jackson,142.03,1531,88.3,6.5,0.2,3.1,0,0.5,1.4,25,1.6,196,12.8,103500,3.5,286139,559,18,96.9,3.1
290950087002,Jackson,87,1149,9.1,86.4,0.3,0.1,0,0.3,3.8,19,1.7,1050,91.4,25798,28.2,64800,234,190,55.2,44.8
290950107022,Jackson,107.02,2628,28.9,63.6,0.4,0.8,0,2.1,4.1,137,5.2,1916,72.9,33252,17.8,98584,300,850,26.1,73.9
290470213071,Clay,213.07,776,81.2,13,0.1,0.4,0.8,1.2,3.4,34,4.4,171,22,93229,5.9,142763,165,119,58.1,41.9
290950126004,Jackson,126,1309,75.7,16.2,0.5,1.3,0.6,2.1,3.6,86,6.6,361,27.6,29762,11.2,87813,239,377,38.8,61.2
290370606004,Cass,606,3174,96.3,0.5,0.4,0.6,0,0.8,1.4,82,2.6,164,5.2,58061,6.1,145761,894,246,78.4,21.6
290470213072,Clay,213.07,3314,89.6,3.4,0.2,2.9,0,1.5,2.3,220,6.6,495,14.9,103150,5.9,215510,959,70,93.2,6.8
290950120003,Jackson,120,1062,82.6,10.2,1.1,1.6,0.2,2.4,2,78,7.3,227,21.4,45192,9.9,100820,349,123,73.9,26.1
290950019003,Jackson,19,644,44.4,15.2,1.2,3,0.5,29.5,6.2,340,52.8,462,71.7,22962,43.8,61250,94,101,48.2,51.8
290950130034,Jackson,130.03,573,36.6,53.4,0.3,0.5,0,4.7,4.4,67,11.7,388,67.7,31500,19.9,89655,176,46,79.3,20.7
290950132082,Jackson,132.08,1466,22,69.3,0.4,0.3,0.2,4,3.7,125,8.5,1199,81.8,27386,25.4,118438,204,419,32.7,67.3
290950137033,Jackson,137.03,1448,91.5,3.7,0.7,0.3,0.2,0.7,2.9,68,4.7,171,11.8,59625,23.8,124645,293,356,45.1,54.9
290950057002,Jackson,57,511,1.6,94.7,0.4,0,0,1.4,2,13,2.5,503,98.4,48750,20.7,51800,107,111,49.1,50.9
290950111003,Jackson,111,1390,89.8,2.9,0.9,0.9,0.4,1.8,3.2,123,8.8,220,15.8,38490,15.9,89560,341,239,58.8,41.2
290950087001,Jackson,87,1352,7.1,87.3,0.4,0.4,0,1,3.8,35,2.6,1263,93.4,28816,28.2,73365,261,320,44.9,55.1
290950178002,Jackson,178,482,48.1,35.7,1.7,1.7,0,11.2,1.7,87,18,279,57.9,31818,36.4,110345,35,239,12.8,87.2
290950110003,Jackson,110,1126,82.1,3.2,2.2,0.3,0.8,5.4,6,130,11.5,249,22.1,34236,25,69861,285,164,63.5,36.5
290950178003,Jackson,178,687,57.8,31,0.9,0.9,0,5.8,3.6,92,13.4,329,47.9,32708,36.4,137857,122,231,34.6,65.4
291650305002,Platte,305,908,83.7,8.1,1.1,2.8,0.2,1.8,2.3,45,5,164,18.1,103125,8.6,170548,140,296,32.1,67.9
290470214032,Clay,214.03,1426,87.7,5,0.4,1.1,0,2.1,3.6,74,5.2,216,15.1,41064,15.2,95565,268,323,45.3,54.7
291650302074,Platte,302.07,1004,87,7.6,0.5,1.9,0.1,0.8,2.2,15,1.5,137,13.6,93750,7.5,218000,303,78,79.5,20.5
290950129065,Jackson,129.06,1375,30.5,59.6,0.3,4,0.1,1.7,3.9,41,3,965,70.2,48409,13.8,92875,331,142,70,30
290950148062,Jackson,148.06,1581,84.6,7.6,0.7,2.7,0.4,0.8,3.3,57,3.6,278,17.6,81484,1.1,216351,477,189,71.6,28.4
290950124003,Jackson,124,963,84.6,7.2,1,0.5,0,3.2,3.4,78,8.1,184,19.1,43777,5.5,89461,374,53,87.6,12.4
290950115001,Jackson,115,646,81.3,6.2,0.3,0.5,0,6.7,5.1,78,12.1,143,22.1,13977,29.5,74857,120,161,42.7,57.3
290950052002,Jackson,52,495,19.2,76.2,0.2,0.2,0,2,2.2,22,4.4,412,83.2,12616,66.4,1012500,54,180,23.1,76.9
290470205006,Clay,205,695,83.6,7.6,0.3,0.9,0.1,2.7,4.7,65,9.4,154,22.2,35000,13,125549,200,80,71.4,28.6
290370603021,Cass,603.02,3502,92.2,3.3,0.6,1.1,0.1,0.6,2.2,108,3.1,349,10,72115,2.4,168678,1072,205,83.9,16.1
290950118003,Jackson,118,1039,77.9,7.8,0.9,1.1,0.4,6.9,5.1,146,14.1,285,27.4,35385,26.6,72929,208,202,50.7,49.3
290950137043,Jackson,137.04,2548,87.1,7.5,0.4,1.9,0.1,1.3,1.8,83,3.3,371,14.6,87211,4.1,196185,820,91,90,10
290950155002,Jackson,155,475,75.4,1.7,1.9,6.3,0,12.2,2.5,141,29.7,186,39.2,43571,44,39145,142,74,65.7,34.3
290950168004,Jackson,168,1191,68.3,18.8,0.3,2.3,0.3,6.3,3.7,150,12.6,438,36.8,19917,24.5,146939,79,698,10.2,89.8
290950149043,Jackson,149.04,2840,90,4.9,0.7,1.1,0,1,2.2,140,4.9,382,13.5,79247,9.7,163807,885,97,90.1,9.9
290370605002,Cass,605,1163,97.2,0.9,0.9,0.1,0,0.2,0.9,6,0.5,39,3.4,65093,3.6,167105,397,39,91.1,8.9
291650302093,Platte,302.09,1482,87.5,5.5,0.6,2,1.1,1.6,1.8,71,4.8,227,15.3,54610,6.1,136015,483,126,79.3,20.7
290950156002,Jackson,156,1861,71.1,10.3,1.1,0.5,0.1,12.6,4.4,426,22.9,682,36.6,24189,44.6,43029,292,482,37.7,62.3
290950147021,Jackson,147.02,1189,94.4,1.3,0.3,1.3,0,1.8,0.9,63,5.3,105,8.8,77524,1.4,140241,431,37,92.1,7.9
290950125012,Jackson,125.01,1546,79.4,13,0.3,1.4,0,1.2,4.8,84,5.4,367,23.7,64429,14.3,106989,518,128,80.2,19.8
290950134012,Jackson,134.01,760,51.6,26.8,0.5,1.2,0.3,15.8,3.8,262,34.5,492,64.7,34500,29.4,114706,50,217,18.7,81.3
290950155001,Jackson,155,940,74.5,4.4,1,0.2,0,16.8,3.2,279,29.7,335,35.6,23278,44,49554,174,150,53.7,46.3
290950086004,Jackson,86,1502,96.1,0.9,0.3,0.9,0,0.3,1.3,42,2.8,93,6.2,104950,6.2,240833,622,39,94.1,5.9
290950129042,Jackson,129.04,714,45.1,45.5,0.8,4.5,0.4,0.4,3.2,29,4.1,414,58,59857,8.1,129713,253,34,88.2,11.8
290470211025,Clay,211.02,858,88,5.4,0.8,1.9,0,1.9,2.1,49,5.7,120,14,52500,7.7,124695,304,52,85.4,14.6
290950009002,Jackson,9,1027,41,18.7,1.5,4.2,0,29.9,4.8,514,50,772,75.2,24265,33.3,45230,152,145,51.2,48.8
290950089001,Jackson,89,627,1.9,93,0.2,0,0,1.4,3.5,16,2.6,618,98.6,45227,31.2,85909,183,57,76.3,23.8
290950130033,Jackson,130.03,1953,23.8,67.5,0.1,0.7,0,4,3.9,136,7,1537,78.7,40875,19.9,75514,265,618,30,70
290470210042,Clay,210.04,820,88.8,4.5,1.1,2.4,0,0.6,2.6,50,6.1,121,14.8,49962,5.5,119894,292,32,90.1,9.9
290950085003,Jackson,85,1993,95.4,1,0.1,1.3,0,1.1,1.2,48,2.4,113,5.7,132500,3.1,372135,738,24,96.9,3.1
290950146031,Jackson,146.03,1426,88,3.4,0.8,1.8,0.9,2.6,2.5,109,7.6,231,16.2,54500,10.2,111125,487,63,88.5,11.5
290950117005,Jackson,117,1029,77.6,8.3,0.5,0.6,0,7.4,5.7,141,13.7,281,27.3,30161,17.7,82813,143,300,32.3,67.7
290470206033,Clay,206.03,1477,91.2,2.7,1.2,0.5,0,2.3,2.2,103,7,182,12.3,49405,16.8,99722,426,126,77.2,22.8
290950147011,Jackson,147.01,3709,83.5,10,0.3,2,0.4,1.9,1.9,189,5.1,712,19.2,49160,11.2,200579,604,1049,36.5,63.5
290950110002,Jackson,110,621,91.3,1.1,0.5,0,0,5.2,1.9,81,13,101,16.3,45833,25,77273,179,83,68.3,31.7
290950167001,Jackson,167,1019,72.6,17.1,0.6,1.7,0.3,4.1,3.6,111,10.9,337,33.1,34821,18.9,222500,135,515,20.8,79.2
290950101033,Jackson,101.03,853,36.1,55,0.5,2.5,0,0.8,5.2,43,5,566,66.4,48690,13.4,126786,273,111,71.1,28.9
291650301032,Platte,301.03,1451,93.8,1,0,2.7,0.1,0.1,2.3,43,3,127,8.8,176823,8.4,444922,461,11,97.7,2.3
290470212061,Clay,212.06,925,84.9,7.8,0.8,1.6,0,1.8,3.1,47,5.1,155,16.8,40417,2.2,140823,280,60,82.4,17.6
290950133092,Jackson,133.09,1182,38.3,54.8,0.2,1.3,0,1.8,3.6,72,6.1,768,65,72944,5.2,131949,387,30,92.8,7.2
290950102033,Jackson,102.03,1487,72,20.6,0.4,2.9,0.1,1.7,2.4,91,6.1,472,31.7,57561,4.5,130390,458,63,87.9,12.1
290470210041,Clay,210.04,1404,87,3.6,0.3,1.2,0.6,2.4,4.9,116,8.3,243,17.3,54348,5.5,110761,412,223,64.9,35.1
290950053002,Jackson,53,660,31.2,62,0.2,1.4,0,2.6,2.7,44,6.7,480,72.7,36554,42.7,143182,127,129,49.6,50.4
290950148061,Jackson,148.06,1800,91.3,2.9,0.2,2.1,0.2,0.7,2.6,90,5,226,12.6,84265,1.1,170508,549,98,84.9,15.1
290470218063,Clay,218.06,1375,94.3,0.4,0.3,0.8,0,1.6,2.5,47,3.4,92,6.7,37778,1.6,120000,247,380,39.4,60.6
290950137042,Jackson,137.04,1650,92.5,2.8,0.2,0.6,0.1,1.6,2,65,3.9,151,9.2,52062,4.1,136961,512,165,75.6,24.4
290950101053,Jackson,101.05,1000,90.3,6.1,0,2.3,0.1,0.2,1,29,2.9,119,11.9,116667,5.7,275490,381,3,99.2,0.8
291650301012,Platte,301.01,1215,91.4,2.1,0.3,0.3,0,1.8,4,71,5.8,136,11.2,63333,5.5,138309,410,92,81.7,18.3
290950126003,Jackson,126,1013,76.7,14.8,0.9,0.8,0.6,2,4.2,57,5.6,264,26.1,46136,11.2,94054,292,173,62.8,37.2
290950046003,Jackson,46,676,82.2,10.8,0.9,0.9,0,2.4,2.8,68,10.1,157,23.2,52877,18.3,228077,137,209,39.6,60.4
290950011001,Jackson,11,800,66.5,21.6,0.3,3.5,0,4.4,3.8,98,12.3,315,39.4,24265,17.4,131731,102,527,16.2,83.8
290950154002,Jackson,154,1501,10.6,82.8,0.6,0.3,0.7,1.2,3.8,60,4,1360,90.6,11958,57,55000,12,467,2.5,97.5
290950149042,Jackson,149.04,1540,89,5.6,0.2,1.3,0.1,0.6,3.1,69,4.5,221,14.4,73000,9.7,194654,360,274,56.8,43.2
290470217024,Clay,217.02,781,89,3.1,2.4,0.1,0,1.3,4.1,31,4,99,12.7,50304,19.2,86400,137,159,46.3,53.7
290950114063,Jackson,114.06,1600,88.3,2.1,1.3,0.6,1.4,3.2,3.2,131,8.2,243,15.2,64091,8.3,104295,467,67,87.5,12.5
290950081002,Jackson,81,1555,17,79.5,0.5,0.6,0,0.3,2,23,1.5,1298,83.5,33750,19.6,66511,342,274,55.5,44.5
290470211032,Clay,211.03,1185,88.4,4.1,0.3,1.4,0.1,1.2,4.5,74,6.2,189,15.9,61190,5.4,182609,357,141,71.7,28.3
290470220001,Clay,220,1446,97.6,0.4,0.2,0.6,0,0.3,0.8,18,1.2,45,3.1,36016,12.4,144000,432,212,67.1,32.9
290950100022,Jackson,100.02,1287,49.3,39.6,0.9,2.9,0,3.7,3.7,103,8,680,52.8,24826,17.7,129425,150,592,20.2,79.8
290950110004,Jackson,110,951,84.4,4.6,1.4,0,0.1,6.2,3.3,109,11.5,178,18.7,29221,25,58534,211,195,52,48
290950140071,Jackson,140.07,4468,90.6,3.8,0.5,0.6,0.1,1.2,3.2,234,5.2,554,12.4,57399,19.6,168382,775,832,48.2,51.8
290470213054,Clay,213.05,2256,93.6,2.7,0.1,1,0,0.9,1.7,110,4.9,229,10.2,83580,3.7,145072,756,69,91.6,8.4
290470202011,Clay,202.01,997,81.3,3.1,0.8,6.6,2.1,3.7,2.3,107,10.7,247,24.8,29357,16,89717,284,134,67.9,32.1
290950102031,Jackson,102.03,1370,63.5,27.4,0.1,2.8,0.4,3.4,2.3,76,5.5,523,38.2,57611,4.5,130970,409,111,78.7,21.3
290470202021,Clay,202.02,1832,93,2.8,0.2,1.7,0,1.1,1.1,83,4.5,187,10.2,101774,2.4,245982,759,30,96.2,3.8
